Datenum,Date,Poudre Inf Flow (%),Horsetooth Inf Flow (%),Washwater Return Inf Flow (%),Poudre Temp (C),Poudre pH,Poudre Turb (NTU),Poudre DO (mg/l),Horsetooth Temp (C),Horsetooth pH,Horsetooth Turb (NTU),Horsetooth DO (mg/L),Finished Water Temp (C),Finished Water pH,Finished Water Turb (NTU),Finished Water Alk (mg/L),Finished Water Cl2 Res (mg/L),Notes
20130109,09-Jan-2013,0.481,0.519,0,0.71,7.71,3.34,11.02,3.92,7.8,5.3,8.97,2.72,8.03,0.03,37.62,0.68,
20130110,10-Jan-2013,0.484,0.516,0,0.71,7.74,3.28,10.99,3.91,7.79,5.54,8.94,2.71,7.98,0.03,39.21,0.71,
20130111,11-Jan-2013,0.505,0.495,0,0.69,7.77,3.24,10.78,3.88,7.78,5.49,8.95,2.71,8.05,0.03,39.75,0.78,
20130112,12-Jan-2013,0.497,0.503,0,0.73,7.75,3.27,10.88,3.83,7.79,5.27,8.98,2.56,7.76,0.03,38.12,0.82,
20130113,13-Jan-2013,0.417,0.583,0,0.81,7.72,2.99,10.97,3.76,7.8,5.2,9.06,2.86,7.97,0.03,37.95,0.84,Data validated @ 1345 hrs. (GLJ)
20130114,14-Jan-2013,0.405,0.595,0,0.77,7.71,1.88,11.03,3.8,7.77,5.42,8.91,2.98,7.98,0.03,38.25,0.84,
20130115,15-Jan-2013,0.332,0.668,0,0.77,7.69,2.15,11.02,3.81,7.75,5.82,8.8,3.08,8.05,0.03,38.5,0.79,Data validated @ 1148 hrs.  (GLJ)
20130116,16-Jan-2013,0.284,0.716,0,0.82,7.7,2.63,11.09,3.84,7.72,5.83,8.78,3.39,8.16,0.04,38.35,0.8,Data Validated @ 1217 hrs.  (GLJ)
20130117,17-Jan-2013,0.359,0.641,0,0.7,7.7,5.93,11.22,3.87,7.73,5.89,8.75,3.24,7.89,0.03,38.15,0.83,Data Validated @ 0729 hrs.  (GLJ)
20130118,18-Jan-2013,0.432,0.568,0,0.65,7.72,3.95,11.15,3.86,7.73,5.74,8.73,2.83,7.89,0.03,38.08,0.76,
20130119,19-Jan-2013,0.508,0.492,0,0.65,7.73,3.13,11.08,3.89,7.72,5.73,8.7,2.72,7.8,0.03,38.2,0.8,
20130120,20-Jan-2013,0.559,0.441,0,0.65,7.72,3.03,11.12,3.92,7.71,5.83,8.65,2.5,7.84,0.03,38.31,0.78,
20130121,21-Jan-2013,0.538,0.462,0,0.65,7.73,3.36,11.11,3.97,7.68,6.1,8.47,2.56,7.91,0.03,38.12,0.77,Data Validated @ 0840 hrs. (GLJ)
20130122,22-Jan-2013,0.552,0.448,0,0.66,7.73,3.02,11.04,3.99,7.68,6.13,8.47,2.57,8.05,0.03,38.59,0.8,
20130123,23-Jan-2013,0.481,0.519,0,1.06,7.86,3.14,11.08,4.12,7.65,6.13,8.48,2.69,8.17,0.03,38.72,0.77,Data validated @ 1147 hrs.  (GLJ)
20130124,24-Jan-2013,0.489,0.511,0,0,8.02,3.31,11.1,4.01,7.6,5.98,8.49,2.72,7.99,0.03,37.7,0.79,Data validated @ 0858 hrs.  (GLJ)
20130125,25-Jan-2013,0.486,0.514,0,0,,2.84,11.12,4.05,7.59,6.02,8.4,2.72,8.06,0.03,38.69,0.79,
20130126,26-Jan-2013,0.469,0.531,0,0,,2.76,11.14,4.05,7.6,5.97,8.43,2.78,8.02,0.03,39.19,0.79,
20130127,27-Jan-2013,0.493,0.507,0,0,,2.92,11.03,4.05,7.6,5.91,8.46,2.72,8.03,0.03,38.89,0.78,Data validated @ 0804 hrs.  (GLJ)
20130128,28-Jan-2013,0.466,0.534,0,0,,3.02,11.01,4.06,7.59,6,8.42,2.9,7.98,0.03,38.64,0.76,Data validated @ 1219 hrs.  (GLJ)
20130129,29-Jan-2013,0.475,0.494,0.03,0,8.05,2.61,11.04,4.09,7.56,6.19,8.33,3,7.91,0.03,38.32,0.73,Data validated @ 0720 hrs.  (GLJ)
20130130,30-Jan-2013,0.471,0.497,0.032,0,,2.26,11.15,4.08,7.57,6.15,8.33,3,7.96,0.03,38.48,0.72,
20130131,31-Jan-2013,0.494,0.476,0.031,0,,2.28,11.15,4.06,7.57,6.09,8.37,2.97,7.91,0.03,38.53,0.76,
20130201,01-Feb-2013,0.497,0.477,0.027,0,,2.33,11.23,4.06,7.57,6.35,8.43,2.94,7.92,0.03,38.54,0.81,
20130202,02-Feb-2013,0.51,0.456,0.033,0,,2.4,11.27,4.11,7.55,6.74,8.32,2.97,7.91,0.03,38.06,0.8,
20130203,03-Feb-2013,0.5,0.466,0.034,0,,2.39,11.28,4.11,7.55,6.45,8.33,2.95,8.07,0.03,38.22,0.81,Data validated @ 0820 hrs.  (GLJ)
20130204,04-Feb-2013,0.486,0.495,0.019,0.1,8,21.04,11.13,4.13,7.55,6.74,8.49,2.95,7.89,0.03,38.02,0.76,
20130205,05-Feb-2013,0,1,0,,,,,4.05,7.61,5.35,8.88,4.42,8.01,0.04,38.49,0.76,Data validated @ 0852 hrs.  (GLJ)
20130206,06-Feb-2013,0,1,0,,,,,4.06,7.62,4.93,8.95,4.52,7.89,0.04,38.32,0.79,Data validated @ 1215 hrs. (GLJ)
20130207,07-Feb-2013,0,1,0,,,,,4.1,7.6,5.14,8.8,4.59,7.8,0.04,37.53,0.78,Data validated @ 1115 hrs.  (GLJ)
20130208,08-Feb-2013,0.217,0.783,0,,7.98,26.13,,4.13,7.65,4.73,9.02,4.49,7.91,0.04,38.08,0.79,
20130209,09-Feb-2013,0.285,0.715,0,,7.86,0.85,,4.17,7.66,4.48,9.11,4.14,8.02,0.03,38.3,0.76,
20130210,10-Feb-2013,0.336,0.664,0,,7.87,0.38,,4.2,7.62,4.97,8.91,3.84,7.9,0.03,37.95,0.78,
20130211,11-Feb-2013,0.286,0.714,0,,7.88,0.28,,4.22,7.62,4.8,8.78,3.9,7.86,0.03,37.88,0.79,Data Validated @ 0831 hrs.  (GLJ)
20130212,12-Feb-2013,0.345,0.631,0.023,0.34,7.88,3.83,11.3,4.26,7.56,5.4,8.34,3.84,7.9,0.03,37.9,0.79,Data validated @ 1232 hrs.  (GLJ)
20130213,13-Feb-2013,0.402,0.567,0.031,0.21,7.9,7.24,11.28,4.23,7.62,4.73,8.82,3.57,8.06,0.03,38.9,0.79,Data Validated @ 0912 hrs.  (GLJ)
20130214,14-Feb-2013,0.467,0.485,0.047,0.13,7.94,14.29,11.28,4.28,7.58,5.16,8.67,3.33,7.89,0.03,37.7,0.81,
20130215,15-Feb-2013,0.497,0.469,0.034,0.03,7.9,8.55,11.37,4.26,7.61,4.84,8.71,3.11,7.86,0.03,37.95,0.8,
20130216,16-Feb-2013,0.489,0.48,0.031,0.03,7.89,2.34,11.36,4.24,7.64,4.21,8.95,3.15,7.9,0.03,38.13,0.77,
20130217,17-Feb-2013,0.508,0.457,0.036,0.06,7.88,0.78,11.25,4.3,7.62,4.75,8.84,3.16,7.96,0.03,37.96,0.78,
20130218,18-Feb-2013,0.499,0.465,0.036,0.06,7.88,0.83,11.18,4.26,7.72,3.8,9.45,3.1,8.09,0.03,37.86,0.79,
20130219,19-Feb-2013,0.465,0.506,0.029,0.05,7.88,4.32,11.29,4.3,7.6,4.7,8.77,3.23,7.91,0.03,37.85,0.76,Data validated @ 0730 hrs.  (GLJ)
20130220,20-Feb-2013,0.499,0.471,0.03,0,7.89,4.89,11.22,4.28,7.65,4.17,9.21,2.87,8.08,0.03,39.23,0.73,Data validated @ 0921 hrs.  (GLJ)
20130221,21-Feb-2013,0.49,0.475,0.035,0,7.89,1.13,11.12,4.31,7.67,4.25,9.06,2.81,8.11,0.03,39.69,0.76,Data validated @ 0750 hrs.  (GLJ)
20130222,22-Feb-2013,0.493,0.47,0.036,0.01,7.88,0.41,11.19,4.34,7.59,4.95,8.7,2.83,7.91,0.03,39.68,0.77,
20130223,23-Feb-2013,0.543,0.427,0.03,0,7.89,2.82,11.23,4.4,7.56,5.12,8.48,2.72,7.94,0.03,39.65,0.76,
20130224,24-Feb-2013,0.502,0.466,0.031,0,7.9,3.61,11.16,4.36,7.64,4.59,8.88,2.69,8.02,0.03,38.36,0.75,Data validated @ 1048 hrs.  (GLJ)
20130225,25-Feb-2013,0.519,0.45,0.031,0,7.89,9.92,11.29,4.27,7.7,3.9,9.3,2.66,8.05,0.03,38.53,0.76,
20130226,26-Feb-2013,0.559,0.41,0.031,0,7.9,13.4,11.19,4.27,7.63,4.16,9.05,2.5,7.93,0.03,38.14,0.75,
20130227,27-Feb-2013,0.608,0.358,0.034,0,7.9,9.58,11.32,4.36,7.5,5.3,8.19,2.43,7.93,0.03,37.49,0.75,
20130228,28-Feb-2013,0.648,0.319,0.032,0,7.89,5.91,11.39,4.3,7.59,4.34,8.79,2.22,7.98,0.03,37.11,0.8,
20130301,01-Mar-2013,0.644,0.325,0.032,0,7.9,4.44,11.39,4.3,7.57,4.53,8.68,2.27,8,0.03,37.61,0.79,
20130302,02-Mar-2013,0.645,0.318,0.036,0,7.9,4.24,11.4,4.31,7.61,4.27,8.9,2.23,8.12,0.03,37.42,0.81,
20130303,03-Mar-2013,0.644,0.32,0.036,0,7.88,3.91,11.27,4.32,7.63,4.22,9.02,2.3,8.15,0.03,37.8,0.8,Data validated @ 0840 hrs.  (GLJ)
20130304,04-Mar-2013,0.612,0.355,0.032,0.17,7.87,4.12,11.17,4.3,7.62,4.15,8.99,2.26,8.05,0.03,38.3,0.76,
20130305,05-Mar-2013,0.621,0.339,0.04,0.21,7.87,3.34,11.36,4.21,7.59,4.4,8.94,2.26,7.93,0.03,38.85,0.75,data valitated @1212 hrs.  (GLJ)
20130306,06-Mar-2013,0.558,0.392,0.05,0.24,7.87,3.07,,4.24,7.62,4.19,,2.48,8.03,0.03,38.34,0.77,data validated @ 0857 hrs.  (GLJ)
20130307,07-Mar-2013,0.573,0.365,0.062,0.28,7.87,3.23,,4.23,7.69,3.6,,2.52,8.15,0.03,38.4,0.78,data validated @1230 hrs.  (GLJ)
20130308,08-Mar-2013,0.567,0.397,0.035,0.31,7.85,3.77,11.86,4.25,7.68,3.73,8.68,2.54,7.95,0.03,38.21,0.81,
20130309,09-Mar-2013,0.632,0.331,0.037,0.28,7.86,3.31,11.78,4.29,7.63,4.03,8.54,2.43,7.84,0.03,38.17,0.8,
20130310,10-Mar-2013,0.688,0.28,0.031,0.28,7.89,8.23,11.96,4.05,7.8,3.04,9.38,1.95,7.78,0.03,37.99,0.82,
20130311,11-Mar-2013,0.683,0.286,0.031,0.49,7.88,8.32,11.83,4,7.79,3.16,9.32,2.1,7.97,0.03,38.1,0.82,Data validated @ 0826 hrs.  (GLJ)
20130312,12-Mar-2013,0.72,0.244,0.036,0.6,7.86,13.16,11.86,4.04,7.82,3.04,9.53,2.21,7.98,0.03,38.17,0.8,Data validated @1019 hrs.  (GLJ)
20130313,13-Mar-2013,0.679,0.288,0.033,0.63,7.86,9.65,11.97,4.09,7.85,3.06,9.68,2.27,7.83,0.03,37.66,0.78,Data validated @ 1153 hrs.  (GLJ)
20130314,14-Mar-2013,0.619,0.35,0.031,1.48,7.82,11.39,11.65,4.17,7.84,3.03,9.67,2.89,8.03,0.03,38.19,0.75,Data validated @1038 hrs.  (GLJ)
20130315,15-Mar-2013,0.57,0.388,0.041,3.29,7.75,10.41,10.97,4.38,7.85,3.04,9.7,4.04,7.8,0.03,37.57,0.75,
20130316,16-Mar-2013,0.475,0.493,0.031,5.07,7.7,13.16,10.49,4.45,7.84,3.03,9.72,5.31,7.71,0.03,37.56,0.78,
20130317,17-Mar-2013,0.478,0.488,0.034,4.14,7.71,26.29,10.84,4.56,7.86,3.01,9.78,4.78,7.68,0.03,37.22,0.78,Data validated @ 1215 hrs.  (GLJ)
20130318,18-Mar-2013,0.665,0.298,0.036,2.56,7.78,7.85,11.38,4.55,7.86,3.05,9.83,4.03,7.77,0.03,36.5,0.79,
20130319,19-Mar-2013,0.593,0.35,0.056,2.88,7.78,4.87,11.43,4.54,7.85,3.05,9.88,3.9,7.85,0.03,37.54,0.78,
20130320,20-Mar-2013,0.509,0.447,0.043,3.13,7.77,0.84,11.44,4.52,7.86,3.09,9.89,3.91,7.96,0.03,37.39,0.77,
20130321,21-Mar-2013,0.711,0.257,0.032,1.84,7.84,3.72,11.75,4.5,7.86,3.04,9.92,3.08,7.85,0.03,37.73,0.8,
20130322,22-Mar-2013,0.676,0.286,0.038,1.63,7.84,1.74,11.83,4.49,7.87,3.07,9.95,3,7.93,0.03,39.11,0.78,
20130323,23-Mar-2013,0.542,0.42,0.038,1.17,7.83,2.08,11.93,4.36,7.87,3.09,10.01,2.64,7.76,0.03,38.1,0.81,
20130324,24-Mar-2013,0.369,0.601,0.03,0.85,7.81,1.79,12.11,4.18,7.89,3.08,10.05,3.05,7.89,0.03,37.49,0.81,Data validated @ 1100 hrs.  (GLJ)
20130325,25-Mar-2013,0.489,0.495,0.016,0.62,7.86,2.48,12.31,4.14,7.9,3.05,10.06,2.61,7.76,0.06,37.62,0.77,Data validated @ 1220 hrs.  (GLJ)
20130326,26-Mar-2013,0.642,0.284,0.074,0.81,7.94,24,12.16,4.16,7.9,3.05,10.09,2.41,7.8,0.05,37.77,0.79,
20130327,27-Mar-2013,0.727,0.197,0.076,2.32,7.92,18.07,11.09,4.52,7.78,3.1,10.06,2.53,7.91,0.03,37.4,0.78,Data validated @ 0735 hrs.  (GLJ)
20130328,28-Mar-2013,0.734,0.21,0.056,4.62,7.85,4.9,10.01,4.41,7.68,3.01,10.12,5.04,7.91,0.03,37.23,0.78,Data validated @ 1215 hrs.  (GLJ)
20130329,29-Mar-2013,0.715,0.254,0.031,4.93,7.83,1.91,9.99,4.55,7.68,3.03,10.13,4.94,7.97,0.03,37.9,0.8,
20130330,30-Mar-2013,0.664,0.302,0.034,5.6,7.8,4.1,9.8,4.74,7.69,3.08,10.16,5.87,7.86,0.03,38.06,0.8,
20130331,31-Mar-2013,0.489,0.486,0.026,6.12,7.78,20.37,9.58,4.77,7.69,3.05,10.17,5.46,7.86,0.03,38.81,0.78,
20130401,01-Apr-2013,0.564,0.406,0.03,7.27,7.78,8.09,9.3,4.85,7.68,3.04,10.16,6.45,7.86,0.03,38.32,0.76,
20130402,02-Apr-2013,0.645,0.317,0.038,5.89,7.8,10.46,9.77,4.85,7.66,3.03,10.13,6.02,7.88,0.03,37.21,0.76,
20130403,03-Apr-2013,0.675,0.295,0.029,4.77,7.82,3.11,10.2,4.82,7.64,3.15,10.09,5.32,7.81,0.03,38.03,0.76,Data validated @ 0900 hrs.  (GLJ)
20130404,04-Apr-2013,0.701,0.274,0.025,8.31,7.79,6.54,9.14,4.88,7.63,3.13,10.08,6.71,7.82,0.03,38.89,0.82,
20130405,05-Apr-2013,0.677,0.295,0.028,9.37,7.8,9.09,8.9,4.92,7.62,3.18,10.05,8.36,7.91,0.03,38.48,0.77,
20130406,06-Apr-2013,0.696,0.266,0.038,7.48,7.81,9.63,9.46,5.1,7.63,3.07,10.11,7.29,7.95,0.03,38.6,0.73,
20130407,07-Apr-2013,0.745,0.2,0.055,8.04,7.81,4.84,9.34,5.04,7.61,3.09,10.05,7.61,7.88,0.03,38.26,0.76,Data validated @ 1030 hrs.  (GLJ)
20130408,08-Apr-2013,0.728,0.242,0.031,8.64,7.8,3.89,9.15,5.12,7.61,3.17,10.06,8.33,7.9,0.03,38.27,0.78,data validated @ 1255 hrs.  (GLJ)
20130409,09-Apr-2013,0.699,0.266,0.035,6.36,7.81,2.44,9.85,5.31,7.63,3.02,10.15,7.92,7.81,0.03,38.89,0.78,Data validated @ 0826 hrs.  (GLJ)
20130410,10-Apr-2013,0.697,0.259,0.045,2.39,7.89,3.97,11.32,5.21,7.65,3,10.16,4.45,7.87,0.03,39.05,0.79,
20130411,11-Apr-2013,0.72,0.194,0.086,3.1,7.87,2.04,10.87,5.35,7.71,2.97,10.27,4.42,7.87,0.03,39.05,0.77,
20130412,12-Apr-2013,0.707,0.243,0.05,4.8,7.84,1.51,10.33,5.38,7.71,2.98,10.29,5.38,8.1,0.03,38.36,0.77,
20130413,13-Apr-2013,0.71,0.258,0.032,6.63,7.82,1.44,9.71,5.47,7.73,2.98,10.3,6.94,8.02,0.02,38.06,0.77,
20130414,14-Apr-2013,0.703,0.262,0.035,6.01,7.85,1.75,9.91,5.68,7.75,3,10.36,6.81,7.87,0.03,37.9,0.81,
20130415,15-Apr-2013,0.72,0.224,0.056,4.5,7.88,2.08,10.43,5.56,7.72,3.03,10.32,6.22,7.85,0.03,38.03,0.79,
20130416,16-Apr-2013,0.582,0.353,0.065,1.1,7.91,4.89,11.54,5.37,7.72,3.09,10.31,3.56,8.09,0.03,38,0.77,
20130417,17-Apr-2013,0.551,0.369,0.079,0.79,7.84,2.95,11.58,5.2,7.72,3.1,10.3,3.34,7.99,0.03,38.75,0.74,
20130418,18-Apr-2013,0.563,0.406,0.031,0.71,7.81,3.29,11.67,5.02,7.75,3.16,10.31,3.18,8.1,0.03,39.23,0.81,Data validated @ 1206 hrs.  (GLJ)
20130419,19-Apr-2013,0.623,0.343,0.035,1.64,7.81,2.51,11.38,5,7.74,3.17,10.32,3.41,7.96,0.03,37.94,0.77,
20130420,20-Apr-2013,0.636,0.301,0.064,5.26,7.71,12.08,10.1,5.03,7.72,3.14,10.28,5.41,7.91,0.03,37.62,0.74,
20130421,21-Apr-2013,0.644,0.296,0.06,6.64,7.69,17.82,9.76,5.06,7.71,3.11,10.23,6.78,7.86,0.03,37.97,0.78,Data validated @ 0811 hrs.  (GLJ)
20130422,22-Apr-2013,0.487,0.482,0.031,6.82,7.69,22.09,9.7,5.14,7.71,3.23,10.22,6.92,7.87,0.03,38.96,0.77,
20130423,23-Apr-2013,0.511,0.455,0.033,3.1,7.76,15,11.28,5.08,7.71,3.16,10.23,5.29,7.82,0.03,38.04,0.78,
20130424,24-Apr-2013,0.56,0.419,0.021,4.6,7.74,14.99,9.73,5.1,7.7,3.28,10.2,5.17,7.97,0.03,38.11,0.77,
20130425,25-Apr-2013,0.491,0.477,0.032,5.77,7.75,17.06,9.71,5.14,7.7,3.16,10.19,5.96,8.01,0.03,37.86,0.76,
20130426,26-Apr-2013,0.545,0.426,0.03,6.37,7.74,16.71,9.99,5.24,7.69,3.13,10.18,6.32,7.8,0.03,38.54,0.72,
20130427,27-Apr-2013,0.504,0.468,0.028,8.95,7.66,23.74,9.17,5.3,7.68,3.19,10.12,7.79,7.9,0.03,37.68,0.75,
20130428,28-Apr-2013,0.296,0.681,0.023,10.38,7.58,42.17,8.52,5.38,7.67,3.23,10.12,7.49,7.93,0.03,38.15,0.75,
20130429,29-Apr-2013,0.178,0.804,0.018,8.4,7.53,99.97,8.99,5.48,7.66,3.24,10.11,6.15,8.11,0.03,37.79,0.76,
20130430,30-Apr-2013,0,0.939,0.061,,,,,5.6,7.66,3.16,10.11,6.05,7.89,0.03,37.42,0.77,
20130501,01-May-2013,0,0.957,0.043,,,,,5.82,7.68,3.19,10.08,6.12,7.84,0.04,37.21,0.77,Data validated @ 1135 hrs  (GLJ)
20130502,02-May-2013,0,0.965,0.035,,,,,5.65,7.66,3.27,10.05,5.89,7.96,0.04,38.44,0.78,Data validated @ 0745 hrs.  (GLJ)
20130503,03-May-2013,0,0.984,0.016,,,,,5.72,7.66,3.24,10.05,5.89,7.97,0.04,37.73,0.75,
20130504,04-May-2013,0,0.97,0.03,,,,,5.8,7.65,3.22,10.02,6.05,7.91,0.04,38.06,0.74,
20130505,05-May-2013,0,0.969,0.031,,,,,5.79,7.63,3.21,9.97,6.05,7.89,0.04,38.08,0.78,Data validated @1005 hrs.  (GLJ)
20130506,06-May-2013,0,0.967,0.033,,,,,5.8,7.63,3.19,9.94,6.07,7.95,0.04,37.71,0.78,
20130507,07-May-2013,0,0.961,0.039,,,,,5.85,7.62,3.15,9.91,6.21,7.9,0.04,37.08,0.75,
20130508,08-May-2013,0,0.968,0.032,,,,,5.91,7.61,3.12,9.91,6.17,7.95,0.03,37.73,0.73,
20130509,09-May-2013,0,0.97,0.03,,,,,5.99,7.46,3.33,9.83,6.13,7.86,0.04,38.09,0.79,
20130510,10-May-2013,0,0.969,0.031,,,,,5.99,7.29,3.13,9.86,6.17,7.86,0.03,37.21,0.8,
20130511,11-May-2013,0,0.97,0.03,,,,,6,7.28,3.11,9.81,6.2,7.91,0.03,37.08,0.77,
20130512,12-May-2013,0,0.97,0.03,,,,,6.14,7.29,3.1,9.84,6.31,7.94,0.04,37.14,0.78,
20130513,13-May-2013,0,0.969,0.031,,,,,6.21,7.44,3.25,9.79,6.35,7.98,0.04,37.78,0.77,
20130514,14-May-2013,0,0.975,0.025,,,,,6.26,7.65,3.16,9.8,6.34,7.89,0.03,38.42,0.78,
20130515,15-May-2013,0,0.971,0.029,,,,,6.24,7.62,3.11,9.73,6.31,7.94,0.03,38.45,0.8,
20130516,16-May-2013,0,0.943,0.057,,,,,6.23,7.62,3.1,9.71,6.62,7.94,0.03,39.47,0.77,
20130517,17-May-2013,0,0.958,0.042,,,,,6.32,7.61,3.08,9.72,6.65,8.06,0.03,37.82,0.79,
20130518,18-May-2013,0,0.979,0.021,,,,,6.32,7.62,3.14,9.68,6.31,7.89,0.04,37.27,0.78,
20130519,19-May-2013,0,0.979,0.021,,,,,6.33,7.62,3.11,9.66,6.26,8.01,0.04,37.48,0.77,Data validated @ 0907 hrs.  (GLJ)
20130520,20-May-2013,0,0.95,0.05,,,,,6.35,7.61,3.11,9.63,6.49,8.07,0.03,37.52,0.76,Data validated @ 0805 hrs.  (GLJ)
20130521,21-May-2013,0,0.967,0.033,,,,,6.38,7.63,3.01,9.66,6.78,7.91,0.04,37.85,0.77,
20130522,22-May-2013,0,0.979,0.021,,,,,6.43,7.62,3.03,9.65,6.55,7.93,0.03,37.91,0.82,Data validated @ 1011 hrs.  (GLJ)
20130523,23-May-2013,0,0.975,0.025,,,,,6.44,7.61,3.05,9.62,6.53,8.04,0.03,38.83,0.78,
20130524,24-May-2013,0,0.973,0.027,,,,,6.44,7.61,2.99,9.6,6.63,7.92,0.03,37.85,0.74,
20130525,25-May-2013,0,0.973,0.027,,,,,6.53,7.6,3.02,9.58,6.67,8.01,0.03,37.07,0.77,
20130526,26-May-2013,0,0.98,0.02,,,,,6.6,7.61,2.94,9.58,6.66,7.97,0.03,37.25,0.8,
20130527,27-May-2013,0,0.971,0.029,,,,,6.59,7.6,2.97,9.54,6.7,7.96,0.03,37.49,0.79,
20130528,28-May-2013,0,0.974,0.026,,,,,6.62,7.61,2.86,9.54,6.68,7.89,0.03,37.34,0.8,Data validated @ 1048 (GLJ)
